character|line
rachel|well it’s only different if he wants it to be
rachel|i mean i’m not gonna ask him for anything
phoebe|okay
phoebe|then he still has this huge decision to make
phoebe|now he’s walking around thinking ‘do i want to be a dad
phoebe|’ and then bam
monica|what was that bam
phoebe|i don’t
phoebe|he got he he he he’s hit by a bus
joey|hey
rachel|hey joey what would you do if someone that you slept with told you that she was pregnant
joey|who called here
joey|did she sound blond
joey|huh
joey|did did did she have an accent
joey|i gotta make a call
joey|i shoulda never walked into that sunglass hut
rachel|oh joey
rachel|joey
rachel|no it’s not you
rachel|you didn’t get anybody pregnant
joey|oh
joey|why would you scare me like that
joey|what the hell is going on
joey|is somebody pregnant
phoebe|oh yeah
phoebe|that’s me
joey|oh my god pheebs
joey|you’re gonna have a baby
phoebe|yes
phoebe|yes i am
phoebe|oh my god i’m gonna have a baby
joey|whoa wait a minute
joey|who’s the father
phoebe|you don’t know him
phoebe|it’s not important
phoebe|he wants nothing to do with me or the baby
joey|well who is this guy
joey|huh
joey|who is he
joey|‘cause i will track him down and kick his ass
phoebe|david lynn
joey|david lynn
joey|david lynn
joey|david lynn
monica|who’s david lynn
phoebe|oh some guy from my gym
phoebe|a little annoying
ross|chandler
chandler|hey
chandler|did you find the cameras
ross|no
ross|did you
chandler|yes
chandler|and that’s why i’m under the table
chandler|celebrating
ross|well i checked in the uh lost and found i talked to the manager no one’s turned them
chandler|well this is great
chandler|y’know those cameras were the only thing that was gonna cheer monica up today she’s really depressed
ross|now you guys just got married why is she so depressed
chandler|all my energy is going into not asking that question
chandler|i can’t believe i screwed this up
ross|i’m sorry man
ross|here’s a thought
ross|this is the same ballroom
ross|there’s a band
ross|there’s gonna be plenty of dressed up people
chandler|are you suggesting we dance our troubles away
ross|no no no i’m saying we we buy more of this at the gift shop throw our tuxes back on and take a few pictures
ross|all we have to do is make sure not to get anybody else’s faces
chandler|are you serious
ross|i’m just thinking about your new bride at home
ross|okay
ross|do do you really want to start your life together by letting her down
chandler|marriage advice
chandler|really
ross|i’m telling you this looks exactly like your wedding
ross|aren’t these the same flowers
chandler|i don’t know monica picked out the flowers
ross|what about the chairs
chandler|she picked those out too
ross|how about the place settings
chandler|that was her
ross|what did you do
chandler|i was in charge of the cameras
chandler|gift shop
ross|hmm
phoebe|hey
phoebe|ooh did you do it yet
rachel|not yet
phoebe|oh well what are you doing here
phoebe|are you about to do it
phoebe|is it gunther
rachel|no
rachel|phoebe it’s not gunther
phoebe|thank god ‘cause that hair on a baby
rachel|phoebe the father is not here okay
rachel|i haven’t told him yet and i don’t think i can tell him at all now
phoebe|why not
rachel|i don’t know let me think
rachel|i was walking down the street thinking ‘i’m gonna tell the father today’ and then bam
phoebe|bus
rachel|no you
rachel|phoebe you freaked me out
rachel|you kept saying how huge this all is
phoebe|well well but it is huge
rachel|i know but i was just thinking about how huge this is for me
rachel|i didn’t even go to how huge this was going to be for the father
phoebe|you’re thinking about this way too much
phoebe|just tell him and get it over with
phoebe|it’s like it’s like ripping off this band aid
phoebe|quick and painless watch
phoebe|oh mother of see
joey|ooh ooh ooh
joey|are we opening presents
monica|no
monica|no
monica|i shouldn’t have even opened these
monica|i mean i joey i am out of control
monica|joey you have to do me a favor
monica|no matter what i say no matter what i do please do not let me open another present
monica|okay
joey|okay
monica|give me one more
joey|okay
phoebe|hey
joey|oh good uh you’re here
joey|uh pheebs
joey|listen uh sit down
joey|i i got something i want to say
phoebe|all right
joey|umm now uh it’s a scary world out there especially for a single mom
joey|y’know now i always thought you and i had a special bond so phoebe buffay will you marry me
monica|oh my god
monica|joey
phoebe|hell yeah
phoebe|i’ll marry you
monica|you can’t marry him
phoebe|hey lady your day’s over
phoebe|it’s my turn
monica|phoebe
joey|why
joey|why can’t she marry me
phoebe|i can and i will
monica|she’s not pregnant
monica|it’s rachel
monica|rachel’s the one who’s pregnant
joey|oh my god
phoebe|hey
monica|phoebe i think he would notice if you didn’t have a baby in nine months
phoebe|it’s joey
joey|now i can’t believe it
joey|what
joey|rachel’s pregnant
joey|who’s the father
phoebe|we don’t know
joey|ohh i wonder if that dude
monica|there’s a dude
joey|yeah
phoebe|who
phoebe|who is it
joey|about a month ago this guy spent the night with rachel i didn’t see who it was but
phoebe|was that story over
joey|the guy left this
phoebe|oh my god
phoebe|i know who the father is
monica|people have got to finish their stories
chandler|uh excuse me
chandler|could you take a picture of us
chandler|uhh yeah sure
chandler|click
ross|i heard it
ross|i heard it
chandler|oh yeah
chandler|i’ll take i’ll take your picture
chandler|who are you
chandler|ansel adams
chandler|get outta here
phoebe|look i feel really bad about how i freaked you out before so i called the father and asked him to meet you here so you can tell him
phoebe|go
rachel|what
rachel|hey wait a minute
rachel|phoebe how do you even know who the father is
phoebe|i may play the fool at times but i’m a little more than a pretty blond girl with an ass that won’t quit
phoebe|i believe this belongs to the father of your baby
rachel|oh god oh he’s in there right now
phoebe|uh huh
phoebe|now you can turn around or you can go in there and rip the band aid off
phoebe|what to you want to do
rachel|uh let’s rip
phoebe|really
phoebe|are you sure
rachel|oh phoebe
phoebe|okay sorry
phoebe|yeah
chandler|why don’t you go up on stage
chandler|i’ll get a picture of you doing the speech
ross|okay
ross|okay
ross|will the owner of a buick lesabre please see the front desk
ross|your car is about to be towed
ross|a ’ lesabre
ross|a green lesabre
ross|i’m sorry i meant a blue lesabre
ross|well go
ross|go move it
chandler|okay you ready for the last picture
ross|yeah
chandler|get ready to run
chandler|congratulations on your wedding
phoebe|rachel has something that she wants to tell you and umm i believe that this is your red sweater
phoebe|oh no
phoebe|could i get anyone a coffee or poison
phoebe|no
phoebe|just for me
phoebe|okay
rachel|nothing
rachel|phoebe kinda made a mistake
rachel|but y’know you do wear that sweater a lot are you involved in some kind of dare
rachel|oh it’s just not the right time
rachel|okay
rachel|tag
rachel|i’m having a baby
rachel|you can go
monica|i don’t know how any of these got opened
joey|you opened them all
monica|i know
monica|i know
monica|i am a terrible person
monica|i mean chandler is never going to trust me with anything ever again
joey|oh hey
joey|you got my parent’s gift
monica|yeah
monica|what is that
joey|well i don’t know
joey|i think it does something to salami
monica|hey
monica|how’d it go
joey|yeah
joey|what what did tag say
rachel|tag is not the father
rachel|and joey knows now
joey|i do rach
joey|i do and i so happy for you
rachel|oh wow you didn’t even try to unhook my bra
monica|so are you ever gonna tell whoever it is
rachel|no i will
rachel|i’m just not up for it tonight
joey|hey rach listen no matter what this guy says i want you to know you’re not gonna be alone in this
rachel|i’m not
joey|listen i uh it’s a scary world out there especially if you’re a single mom
joey|y’know i always felt like you and i have this this special bond
joey|y’know
joey|so rachel green will you marry me
rachel|what
monica|what
phoebe|what
joey|pheebs give me the ring back
phoebe|no
rachel|no
rachel|joey oh you’re so sweet
rachel|you’re so so sweet honey
rachel|but i’m not i’m not looking for a husband
joey|i understand
rachel|now if you will excuse me i am going to go and lie down
phoebe|i can’t say that didn’t hurt
phoebe|but i’ll take you back joey tribbiani
joey|uh yeah
joey|pheebs listen about that
joey|i only offered
phoebe|ooh
phoebe|a salami buddy
joey|there you go
chandler|we’re back
monica|great
monica|we’re hangin’ in the kitchen
monica|let’s stay in the kitchen
chandler|it’s picture time
ross|now you are going to love these
chandler|here’s a picture of ross
chandler|and that’s me
chandler|and that’s me and ross
chandler|oh ho that is a picture of our first kiss as a married couple
monica|wow
monica|that is a great picture
chandler|eh
monica|yeah
monica|oh and interesting because i found the cameras in one of our bags
ross|huh didn’t see that coming
chandler|okay so this isn’t a picture of our first but it is a picture of my first kiss with with this lady
